East,North,Elevation,Var_1,Var_2,Var_3
   209.150,   950.915,   -35.556,     0.471,     0.264,     0.232
   210.994,   950.208,   -37.532,     0.471,     0.269,     0.228
   212.838,   949.500,   -39.507,     0.477,     0.287,     0.227
   214.683,   948.793,   -41.482,     0.526,     0.280,     0.250
   216.527,   948.086,   -43.458,     0.514,     0.289,     0.256
   218.372,   947.379,   -45.433,     0.549,     0.281,     0.251
   220.216,   946.671,   -47.408,     0.502,     0.273,     0.235
   222.060,   945.964,   -49.384,     0.493,     0.259,     0.249
   223.905,   945.257,   -51.359,     0.495,     0.239,     0.225
   225.749,   944.549,   -53.334,     0.504,     0.234,     0.223
   227.593,   943.842,   -55.310,     0.491,     0.232,     0.243
   229.438,   943.135,   -57.285,     0.493,     0.239,     0.277
   231.282,   942.427,   -59.260,     0.487,     0.260,     0.284
   233.127,   941.720,   -61.236,     0.498,     0.251,     0.278
   234.971,   941.013,   -63.211,     0.534,     0.272,     0.275
   236.815,   940.306,   -65.186,     0.531,     0.281,     0.285
   238.660,   939.598,   -67.162,     0.531,     0.273,     0.302
   240.504,   938.891,   -69.137,     0.528,     0.292,     0.289
   242.348,   938.184,   -71.112,     0.543,     0.291,     0.280
   244.193,   937.476,   -73.088,     0.528,     0.289,     0.278
   246.037,   936.769,   -75.063,     0.503,     0.307,     0.309
   247.882,   936.062,   -77.038,     0.560,     0.306,     0.289
   249.726,   935.355,   -79.014,     0.576,     0.311,     0.299
   251.570,   934.647,   -80.989,     0.615,     0.301,     0.299
   253.415,   933.940,   -82.964,     0.559,     0.277,     0.287
   255.259,   933.233,   -84.940,     0.562,     0.317,     0.297
   257.103,   932.525,   -86.915,     0.573,     0.277,     0.309
   258.948,   931.818,   -88.891,     0.548,     0.270,     0.309
   260.792,   931.111,   -90.866,     0.572,     0.274,     0.324
   262.637,   930.403,   -92.841,     0.663,     0.301,     0.333
   264.481,   929.696,   -94.817,     0.699,     0.307,     0.329
   266.325,   928.989,   -96.792,     0.774,     0.314,     0.306
   268.170,   928.282,   -98.767,     0.727,     0.325,     0.264
   265.333,   105.103,    -0.000,     0.670,     0.344,     0.293
   266.273,   103.810,    -1.599,     0.663,     0.350,     0.291
   267.213,   102.517,    -3.197,     0.579,     0.313,     0.292
   268.152,   101.224,    -4.796,     0.588,     0.320,     0.295
   269.092,    99.930,    -6.395,     0.571,     0.312,     0.283
   270.032,    98.637,    -7.993,     0.603,     0.338,     0.254
   270.972,    97.344,    -9.592,     0.617,     0.334,     0.269
   271.912,    96.051,   -11.190,     0.651,     0.325,     0.260
   272.852,    94.757,   -12.789,     0.648,     0.320,     0.259
   273.791,    93.464,   -14.388,     0.681,     0.313,     0.281
   274.731,    92.171,   -15.986,     0.656,     0.313,     0.293
   275.671,    90.878,   -17.585,     0.655,     0.285,     0.330
   276.611,    89.585,   -19.184,     0.702,     0.320,     0.344
   277.551,    88.291,   -20.782,     0.724,     0.326,     0.371
   278.490,    86.998,   -22.381,     0.659,     0.336,     0.375
   279.430,    85.705,   -23.980,     0.722,     0.329,     0.390
   280.370,    84.412,   -25.578,     0.722,     0.324,     0.375
   281.310,    83.119,   -27.177,     0.769,     0.321,     0.361
   282.250,    81.825,   -28.776,     0.733,     0.338,     0.324
   283.190,    80.532,   -30.374,     0.715,     0.366,     0.370
   284.129,    79.239,   -31.973,     0.738,     0.363,     0.378
   285.069,    77.946,   -33.571,     0.674,     0.382,     0.381
   286.009,    76.653,   -35.170,     0.725,     0.377,     0.414
   286.949,    75.359,   -36.769,     0.729,     0.384,     0.395
   287.889,    74.066,   -38.367,     0.758,     0.395,     0.423
   288.829,    72.773,   -39.966,     0.758,     0.403,     0.432
   289.768,    71.480,   -41.565,     0.781,     0.349,     0.411
   290.708,    70.187,   -43.163,     0.783,     0.350,     0.375
   291.648,    68.893,   -44.762,     0.733,     0.337,     0.365
   292.588,    67.600,   -46.361,     0.674,     0.328,     0.377
   293.528,    66.307,   -47.959,     0.686,     0.350,     0.360
   294.468,    65.014,   -49.558,     0.761,     0.326,     0.365
   295.407,    63.721,   -51.156,     0.801,     0.332,     0.386
   296.347,    62.427,   -52.755,     0.866,     0.329,     0.387
   297.287,    61.134,   -54.354,     0.832,     0.331,     0.378
   298.227,    59.841,   -55.952,     0.793,     0.335,     0.358
   299.167,    58.548,   -57.551,     0.744,     0.369,     0.367
   300.106,    57.255,   -59.150,     0.753,     0.371,     0.391
   301.046,    55.961,   -60.748,     0.736,     0.390,     0.424
   301.986,    54.668,   -62.347,     0.743,     0.389,     0.411
   302.926,    53.375,   -63.946,     0.663,     0.342,     0.429
   303.866,    52.082,   -65.544,     0.641,     0.381,     0.429
   304.806,    50.789,   -67.143,     0.641,     0.353,     0.443
   305.745,    49.495,   -68.742,     0.632,     0.369,     0.423
   306.685,    48.202,   -70.340,     0.660,     0.366,     0.440
   307.625,    46.909,   -71.939,     0.710,     0.378,     0.383
   308.565,    45.616,   -73.537,     0.674,     0.389,     0.384
   309.505,    44.323,   -75.136,     0.679,     0.357,     0.383
   310.445,    43.029,   -76.735,     0.714,     0.326,     0.369
   311.384,    41.736,   -78.333,     0.728,     0.322,     0.361
   312.324,    40.443,   -79.932,     0.789,     0.333,     0.332
   252.279,   214.445,    -0.000,     0.684,     0.258,     0.294
   252.109,   212.683,    -1.770,     0.668,     0.257,     0.289
   251.938,   210.921,    -3.541,     0.620,     0.276,     0.266
   251.768,   209.159,    -5.311,     0.585,     0.300,     0.268
   251.597,   207.397,    -7.081,     0.601,     0.272,     0.306
   251.427,   205.635,    -8.851,     0.558,     0.258,     0.298
   251.256,   203.873,   -10.622,     0.551,     0.251,     0.288
   251.086,   202.111,   -12.392,     0.610,     0.242,     0.302
   250.915,   200.349,   -14.162,     0.611,     0.250,     0.298
   250.745,   198.587,   -15.932,     0.592,     0.238,     0.298
   250.575,   196.825,   -17.703,     0.574,     0.219,     0.306
   250.404,   195.063,   -19.473,     0.609,     0.237,     0.295
   250.234,   193.301,   -21.243,     0.613,     0.241,     0.305
   250.063,   191.539,   -23.013,     0.623,     0.264,     0.272
   249.893,   189.777,   -24.784,     0.599,     0.275,     0.285
   249.722,   188.015,   -26.554,     0.580,     0.280,     0.269
   249.552,   186.253,   -28.324,     0.566,     0.268,     0.270
   249.381,   184.491,   -30.094,     0.553,     0.257,     0.268
   249.211,   182.729,   -31.865,     0.493,     0.255,     0.277
   249.040,   180.967,   -33.635,     0.507,     0.262,     0.293
   248.870,   179.205,   -35.405,     0.511,     0.269,     0.316
   248.699,   177.443,   -37.176,     0.539,     0.249,     0.305
   248.529,   175.681,   -38.946,     0.570,     0.262,     0.314
   248.358,   173.919,   -40.716,     0.518,     0.256,     0.305
   248.188,   172.156,   -42.486,     0.530,     0.264,     0.297
   248.017,   170.394,   -44.257,     0.563,     0.261,     0.311
   247.847,   168.632,   -46.027,     0.591,     0.271,     0.292
   247.676,   166.870,   -47.797,     0.622,     0.293,     0.297
   247.506,   165.108,   -49.567,     0.670,     0.261,     0.286
   247.335,   163.346,   -51.338,     0.656,     0.251,     0.254
   247.165,   161.584,   -53.108,     0.656,     0.250,     0.269
   246.995,   159.822,   -54.878,     0.636,     0.258,     0.278
   246.824,   158.060,   -56.648,     0.626,     0.265,     0.258
   246.654,   156.298,   -58.419,     0.631,     0.238,     0.264
   246.483,   154.536,   -60.189,     0.648,     0.258,     0.256
   246.313,   152.774,   -61.959,     0.681,     0.282,     0.253
   246.142,   151.012,   -63.729,     0.624,     0.276,     0.277
   245.972,   149.250,   -65.500,     0.615,     0.302,     0.267
   245.801,   147.488,   -67.270,     0.651,     0.262,     0.257
   245.631,   145.726,   -69.040,     0.666,     0.273,     0.255
   245.460,   143.964,   -70.811,     0.707,     0.298,     0.266
   245.290,   142.202,   -72.581,     0.716,     0.303,     0.278
   245.119,   140.440,   -74.351,     0.672,     0.299,     0.267
   244.949,   138.678,   -76.121,     0.617,     0.291,     0.271
   244.778,   136.916,   -77.892,     0.659,     0.270,     0.271
   244.608,   135.154,   -79.662,     0.622,     0.261,     0.289
   244.437,   133.392,   -81.432,     0.594,     0.271,     0.296
   244.267,   131.630,   -83.202,     0.577,     0.245,     0.269
   244.096,   129.868,   -84.973,     0.616,     0.245,     0.311
   243.926,   128.106,   -86.743,     0.637,     0.244,     0.306
   243.755,   126.344,   -88.513,     0.645,     0.243,     0.278
   216.481,   272.704,    -0.000,     0.483,     0.291,     0.305
   215.628,   274.513,    -2.000,     0.491,     0.289,     0.323
   214.776,   276.322,    -3.999,     0.503,     0.279,     0.295
   213.924,   278.131,    -5.999,     0.480,     0.286,     0.281
   213.071,   279.940,    -7.999,     0.456,     0.251,     0.278
   212.219,   281.749,    -9.999,     0.472,     0.253,     0.300
   211.367,   283.557,   -11.998,     0.512,     0.260,     0.295
   210.514,   285.366,   -13.998,     0.482,     0.263,     0.270
   209.662,   287.175,   -15.998,     0.459,     0.255,     0.251
   208.809,   288.984,   -17.998,     0.429,     0.246,     0.239
   207.957,   290.793,   -19.997,     0.431,     0.249,     0.246
   207.105,   292.602,   -21.997,     0.423,     0.251,     0.241
   206.252,   294.411,   -23.997,     0.415,     0.262,     0.244
   205.400,   296.220,   -25.997,     0.420,     0.241,     0.237
   204.548,   298.029,   -27.996,     0.399,     0.254,     0.248
   203.695,   299.838,   -29.996,     0.429,     0.250,     0.242
   202.843,   301.647,   -31.996,     0.451,     0.256,     0.243
   201.991,   303.456,   -33.996,     0.482,     0.237,     0.237
   201.138,   305.265,   -35.995,     0.513,     0.253,     0.237
   200.286,   307.074,   -37.995,     0.474,     0.262,     0.237
   199.433,   308.883,   -39.995,     0.482,     0.256,     0.233
   198.581,   310.692,   -41.995,     0.534,     0.242,     0.227
   197.729,   312.501,   -43.994,     0.502,     0.262,     0.223
   196.876,   314.310,   -45.994,     0.545,     0.238,     0.245
   196.024,   316.119,   -47.994,     0.544,     0.233,     0.248
   195.172,   317.928,   -49.993,     0.502,     0.255,     0.249
   194.319,   319.737,   -51.993,     0.542,     0.268,     0.255
   193.467,   321.546,   -53.993,     0.532,     0.258,     0.241
   192.615,   323.355,   -55.993,     0.500,     0.256,     0.260
   191.762,   325.164,   -57.992,     0.509,     0.268,     0.247
   190.910,   326.973,   -59.992,     0.443,     0.254,     0.232
   190.057,   328.782,   -61.992,     0.483,     0.249,     0.249
   189.205,   330.591,   -63.992,     0.541,     0.237,     0.272
   188.353,   332.400,   -65.991,     0.512,     0.237,     0.271
   187.500,   334.209,   -67.991,     0.508,     0.223,     0.274
   186.648,   336.018,   -69.991,     0.483,     0.228,     0.277
   185.796,   337.827,   -71.991,     0.483,     0.227,     0.245
   184.943,   339.636,   -73.990,     0.445,     0.220,     0.237
   184.091,   341.445,   -75.990,     0.451,     0.218,     0.241
   183.239,   343.254,   -77.990,     0.477,     0.211,     0.232
   182.386,   345.063,   -79.990,     0.479,     0.215,     0.254
   181.534,   346.872,   -81.989,     0.473,     0.219,     0.252
   180.682,   348.681,   -83.989,     0.463,     0.193,     0.253
   179.829,   350.490,   -85.989,     0.455,     0.201,     0.240
   178.977,   352.299,   -87.989,     0.453,     0.194,     0.228
   178.124,   354.108,   -89.988,     0.431,     0.207,     0.231
   177.272,   355.917,   -91.988,     0.452,     0.217,     0.219
   176.420,   357.726,   -93.988,     0.441,     0.226,     0.223
   175.567,   359.535,   -95.987,     0.411,     0.220,     0.240
   174.715,   361.344,   -97.987,     0.397,     0.229,     0.263
   173.863,   363.153,   -99.987,     0.393,     0.230,     0.234
   286.715,   251.057,    -0.000,     0.620,     0.359,     0.314
   287.016,   252.478,    -1.452,     0.660,     0.351,     0.319
   287.317,   253.899,    -2.905,     0.666,     0.347,     0.324
   287.617,   255.320,    -4.357,     0.646,     0.338,     0.330
   287.918,   256.741,    -5.809,     0.737,     0.354,     0.324
   288.219,   258.161,    -7.261,     0.726,     0.350,     0.300
   288.519,   259.582,    -8.714,     0.719,     0.352,     0.284
   288.820,   261.003,   -10.166,     0.756,     0.362,     0.287
   289.120,   262.424,   -11.618,     0.715,     0.362,     0.280
   289.421,   263.845,   -13.071,     0.687,     0.385,     0.273
   289.722,   265.266,   -14.523,     0.715,     0.377,     0.271
   290.022,   266.686,   -15.975,     0.656,     0.392,     0.271
   290.323,   268.107,   -17.427,     0.626,     0.400,     0.285
   290.623,   269.528,   -18.880,     0.641,     0.403,     0.314
   290.924,   270.949,   -20.332,     0.655,     0.379,     0.314
   291.225,   272.370,   -21.784,     0.661,     0.375,     0.303
   291.525,   273.791,   -23.237,     0.694,     0.397,     0.310
   291.826,   275.211,   -24.689,     0.710,     0.401,     0.315
   292.127,   276.632,   -26.141,     0.704,     0.383,     0.266
   292.427,   278.053,   -27.593,     0.704,     0.373,     0.280
   292.728,   279.474,   -29.046,     0.691,     0.372,     0.296
   293.028,   280.895,   -30.498,     0.712,     0.341,     0.298
   293.329,   282.316,   -31.950,     0.702,     0.337,     0.295
   293.630,   283.736,   -33.403,     0.701,     0.356,     0.291
   293.930,   285.157,   -34.855,     0.709,     0.386,     0.293
   294.231,   286.578,   -36.307,     0.805,     0.391,     0.288
   294.531,   287.999,   -37.759,     0.819,     0.394,     0.302
   294.832,   289.420,   -39.212,     0.751,     0.356,     0.340
   295.133,   290.841,   -40.664,     0.751,     0.358,     0.353
   295.433,   292.261,   -42.116,     0.788,     0.360,     0.365
   295.734,   293.682,   -43.569,     0.757,     0.337,     0.341
   296.035,   295.103,   -45.021,     0.788,     0.335,     0.332
   296.335,   296.524,   -46.473,     0.767,     0.339,     0.323
   296.636,   297.945,   -47.925,     0.787,     0.316,     0.343
   296.936,   299.366,   -49.378,     0.738,     0.321,     0.351
   297.237,   300.786,   -50.830,     0.722,     0.360,     0.336
   297.538,   302.207,   -52.282,     0.744,     0.337,     0.301
   297.838,   303.628,   -53.735,     0.705,     0.331,     0.295
   298.139,   305.049,   -55.187,     0.754,     0.333,     0.342
   298.439,   306.470,   -56.639,     0.731,     0.356,     0.360
   298.740,   307.891,   -58.091,     0.693,     0.354,     0.352
   299.041,   309.311,   -59.544,     0.660,     0.350,     0.379
   299.341,   310.732,   -60.996,     0.656,     0.347,     0.395
   299.642,   312.153,   -62.448,     0.702,     0.324,     0.372
   299.942,   313.574,   -63.901,     0.751,     0.310,     0.372
   300.243,   314.995,   -65.353,     0.723,     0.318,     0.353
   300.544,   316.416,   -66.805,     0.742,     0.353,     0.379
   300.844,   317.836,   -68.257,     0.689,     0.341,     0.336
   301.145,   319.257,   -69.710,     0.663,     0.336,     0.326
   301.446,   320.678,   -71.162,     0.696,     0.329,     0.316
   301.746,   322.099,   -72.614,     0.783,     0.351,     0.334
   294.136,   344.316,    -0.000,     0.730,     0.300,     0.301
   292.766,   344.897,    -1.488,     0.728,     0.301,     0.316
   291.396,   345.478,    -2.977,     0.683,     0.312,     0.305
   290.025,   346.058,    -4.465,     0.693,     0.304,     0.299
   288.655,   346.639,    -5.953,     0.732,     0.290,     0.289
   287.284,   347.220,    -7.442,     0.745,     0.306,     0.270
   285.914,   347.800,    -8.930,     0.748,     0.319,     0.284
   284.544,   348.381,   -10.418,     0.733,     0.298,     0.297
   283.173,   348.962,   -11.907,     0.652,     0.294,     0.292
   281.803,   349.543,   -13.395,     0.696,     0.285,     0.297
   280.433,   350.123,   -14.884,     0.694,     0.297,     0.296
   279.062,   350.704,   -16.372,     0.735,     0.287,     0.307
   277.692,   351.285,   -17.860,     0.731,     0.307,     0.314
   276.321,   351.865,   -19.349,     0.737,     0.322,     0.308
   274.951,   352.446,   -20.837,     0.705,     0.314,     0.290
   273.581,   353.027,   -22.325,     0.738,     0.304,     0.268
   272.210,   353.608,   -23.814,     0.752,     0.288,     0.272
   270.840,   354.188,   -25.302,     0.683,     0.284,     0.271
   269.469,   354.769,   -26.790,     0.741,     0.277,     0.298
   268.099,   355.350,   -28.279,     0.766,     0.271,     0.288
   266.729,   355.930,   -29.767,     0.746,     0.292,     0.284
   265.358,   356.511,   -31.255,     0.689,     0.314,     0.274
   263.988,   357.092,   -32.744,     0.746,     0.314,     0.271
   262.618,   357.673,   -34.232,     0.705,     0.293,     0.240
   261.247,   358.253,   -35.720,     0.714,     0.278,     0.237
   259.877,   358.834,   -37.209,     0.716,     0.274,     0.259
   258.506,   359.415,   -38.697,     0.704,     0.275,     0.257
   257.136,   359.996,   -40.185,     0.632,     0.276,     0.259
   255.766,   360.576,   -41.674,     0.582,     0.273,     0.251
   254.395,   361.157,   -43.162,     0.566,     0.293,     0.240
   253.025,   361.738,   -44.651,     0.591,     0.306,     0.222
   251.654,   362.318,   -46.139,     0.633,     0.319,     0.237
   250.284,   362.899,   -47.627,     0.648,     0.315,     0.270
   248.914,   363.480,   -49.116,     0.640,     0.301,     0.288
   247.543,   364.061,   -50.604,     0.635,     0.279,     0.290
   246.173,   364.641,   -52.092,     0.640,     0.303,     0.285
   244.803,   365.222,   -53.581,     0.730,     0.292,     0.268
   243.432,   365.803,   -55.069,     0.723,     0.273,     0.262
   242.062,   366.383,   -56.557,     0.702,     0.283,     0.248
   240.691,   366.964,   -58.046,     0.660,     0.289,     0.252
   239.321,   367.545,   -59.534,     0.636,     0.275,     0.255
   237.951,   368.126,   -61.022,     0.643,     0.274,     0.270
   236.580,   368.706,   -62.511,     0.679,     0.294,     0.287
   235.210,   369.287,   -63.999,     0.647,     0.296,     0.287
   233.840,   369.868,   -65.487,     0.652,     0.297,     0.264
   232.469,   370.448,   -66.976,     0.673,     0.305,     0.277
   231.099,   371.029,   -68.464,     0.678,     0.303,     0.265
   229.728,   371.610,   -69.952,     0.736,     0.304,     0.266
   228.358,   372.191,   -71.441,     0.691,     0.297,     0.263
   226.988,   372.771,   -72.929,     0.653,     0.267,     0.261
   225.617,   373.352,   -74.418,     0.614,     0.275,     0.264
   232.911,   413.252,    -0.000,     0.534,     0.270,     0.249
   232.290,   414.749,    -1.621,     0.560,     0.264,     0.231
   231.669,   416.247,    -3.243,     0.567,     0.267,     0.229
   231.048,   417.745,    -4.864,     0.577,     0.266,     0.239
   230.427,   419.242,    -6.486,     0.541,     0.261,     0.246
   229.805,   420.740,    -8.107,     0.537,     0.265,     0.231
   229.184,   422.238,    -9.729,     0.525,     0.263,     0.244
   228.563,   423.736,   -11.350,     0.492,     0.287,     0.233
   227.942,   425.233,   -12.972,     0.470,     0.247,     0.239
   227.320,   426.731,   -14.593,     0.512,     0.245,     0.235
   226.699,   428.229,   -16.214,     0.501,     0.240,     0.236
   226.078,   429.727,   -17.836,     0.477,     0.257,     0.211
   225.457,   431.224,   -19.457,     0.436,     0.266,     0.220
   224.835,   432.722,   -21.079,     0.465,     0.258,     0.227
   224.214,   434.220,   -22.700,     0.499,     0.248,     0.232
   223.593,   435.717,   -24.322,     0.460,     0.236,     0.246
   222.972,   437.215,   -25.943,     0.477,     0.236,     0.241
   222.351,   438.713,   -27.565,     0.442,     0.235,     0.233
   221.729,   440.211,   -29.186,     0.459,     0.241,     0.231
   221.108,   441.708,   -30.807,     0.451,     0.222,     0.227
   220.487,   443.206,   -32.429,     0.462,     0.249,     0.215
   219.866,   444.704,   -34.050,     0.500,     0.252,     0.212
   219.244,   446.201,   -35.672,     0.502,     0.238,     0.212
   218.623,   447.699,   -37.293,     0.484,     0.233,     0.220
   218.002,   449.197,   -38.915,     0.447,     0.209,     0.226
   217.381,   450.695,   -40.536,     0.444,     0.208,     0.231
   216.759,   452.192,   -42.158,     0.451,     0.216,     0.242
   216.138,   453.690,   -43.779,     0.485,     0.199,     0.275
   215.517,   455.188,   -45.400,     0.485,     0.201,     0.267
   214.896,   456.685,   -47.022,     0.490,     0.199,     0.255
   214.275,   458.183,   -48.643,     0.433,     0.204,     0.266
   213.653,   459.681,   -50.265,     0.431,     0.195,     0.275
   213.032,   461.179,   -51.886,     0.441,     0.213,     0.263
   212.411,   462.676,   -53.508,     0.453,     0.241,     0.244
   211.790,   464.174,   -55.129,     0.397,     0.218,     0.237
   211.168,   465.672,   -56.751,     0.406,     0.219,     0.258
   210.547,   467.169,   -58.372,     0.439,     0.218,     0.261
   209.926,   468.667,   -59.993,     0.482,     0.229,     0.285
   209.305,   470.165,   -61.615,     0.492,     0.237,     0.273
   208.683,   471.663,   -63.236,     0.492,     0.234,     0.247
   208.062,   473.160,   -64.858,     0.465,     0.242,     0.243
   207.441,   474.658,   -66.479,     0.439,     0.239,     0.235
   206.820,   476.156,   -68.101,     0.479,     0.242,     0.240
   206.199,   477.653,   -69.722,     0.493,     0.230,     0.261
   205.577,   479.151,   -71.344,     0.472,     0.233,     0.250
   204.956,   480.649,   -72.965,     0.491,     0.242,     0.242
   204.335,   482.147,   -74.586,     0.449,     0.243,     0.251
   203.714,   483.644,   -76.208,     0.458,     0.237,     0.256
   203.092,   485.142,   -77.829,     0.475,     0.235,     0.241
   202.471,   486.640,   -79.451,     0.474,     0.234,     0.248
   201.850,   488.137,   -81.072,     0.470,     0.254,     0.233
   222.191,   456.453,    -0.000,     0.440,     0.237,     0.271
   221.098,   455.366,    -1.542,     0.488,     0.236,     0.275
   220.004,   454.279,    -3.084,     0.469,     0.238,     0.264
   218.911,   453.192,    -4.625,     0.478,     0.252,     0.269
   217.818,   452.105,    -6.167,     0.463,     0.252,     0.265
   216.724,   451.018,    -7.709,     0.437,     0.244,     0.247
   215.631,   449.931,    -9.251,     0.450,     0.254,     0.263
   214.538,   448.844,   -10.792,     0.481,     0.246,     0.246
   213.444,   447.757,   -12.334,     0.431,     0.225,     0.229
   212.351,   446.670,   -13.876,     0.412,     0.231,     0.233
   211.257,   445.583,   -15.418,     0.407,     0.226,     0.221
   210.164,   444.496,   -16.960,     0.399,     0.203,     0.227
   209.071,   443.409,   -18.501,     0.384,     0.214,     0.249
   207.977,   442.322,   -20.043,     0.392,     0.222,     0.261
   206.884,   441.235,   -21.585,     0.413,     0.218,     0.252
   205.790,   440.148,   -23.127,     0.451,     0.216,     0.278
   204.697,   439.061,   -24.668,     0.414,     0.208,     0.281
   203.604,   437.974,   -26.210,     0.441,     0.206,     0.266
   202.510,   436.887,   -27.752,     0.460,     0.196,     0.252
   201.417,   435.800,   -29.294,     0.509,     0.203,     0.259
   200.324,   434.713,   -30.836,     0.503,     0.213,     0.257
   199.230,   433.626,   -32.377,     0.503,     0.201,     0.268
   198.137,   432.539,   -33.919,     0.509,     0.192,     0.254
   197.043,   431.452,   -35.461,     0.524,     0.193,     0.250
   195.950,   430.365,   -37.003,     0.514,     0.189,     0.268
   194.857,   429.278,   -38.545,     0.489,     0.186,     0.244
   193.763,   428.191,   -40.086,     0.475,     0.191,     0.244
   192.670,   427.104,   -41.628,     0.478,     0.212,     0.223
   191.576,   426.017,   -43.170,     0.508,     0.200,     0.232
   190.483,   424.930,   -44.712,     0.507,     0.203,     0.214
   189.390,   423.843,   -46.253,     0.495,     0.216,     0.206
   188.296,   422.756,   -47.795,     0.498,     0.222,     0.211
   187.203,   421.669,   -49.337,     0.523,     0.235,     0.210
   186.110,   420.582,   -50.879,     0.518,     0.232,     0.208
   185.016,   419.495,   -52.421,     0.506,     0.227,     0.222
   183.923,   418.408,   -53.962,     0.448,     0.216,     0.222
   182.829,   417.321,   -55.504,     0.452,     0.234,     0.213
   181.736,   416.234,   -57.046,     0.454,     0.244,     0.216
   180.643,   415.147,   -58.588,     0.442,     0.240,     0.211
   179.549,   414.060,   -60.129,     0.423,     0.244,     0.213
   178.456,   412.973,   -61.671,     0.420,     0.228,     0.231
   177.362,   411.886,   -63.213,     0.445,     0.217,     0.227
   176.269,   410.799,   -64.755,     0.452,     0.229,     0.219
   175.176,   409.712,   -66.297,     0.451,     0.219,     0.207
   174.082,   408.625,   -67.838,     0.427,     0.224,     0.215
   172.989,   407.538,   -69.380,     0.423,     0.222,     0.202
   171.896,   406.451,   -70.922,     0.436,     0.225,     0.195
   170.802,   405.364,   -72.464,     0.428,     0.209,     0.189
   169.709,   404.277,   -74.005,     0.430,     0.195,     0.207
   168.615,   403.190,   -75.547,     0.399,     0.202,     0.208
   167.522,   402.103,   -77.089,     0.422,     0.203,     0.220
   273.824,   461.969,    -0.000,     0.633,     0.346,     0.332
   273.131,   460.350,    -1.761,     0.624,     0.337,     0.304
   272.437,   458.731,    -3.523,     0.625,     0.330,     0.327
   271.743,   457.112,    -5.284,     0.601,     0.327,     0.316
   271.050,   455.493,    -7.045,     0.538,     0.315,     0.294
   270.356,   453.874,    -8.807,     0.565,     0.328,     0.305
   269.663,   452.255,   -10.568,     0.588,     0.294,     0.284
   268.969,   450.636,   -12.329,     0.555,     0.288,     0.291
   268.275,   449.017,   -14.090,     0.547,     0.292,     0.290
   267.582,   447.398,   -15.852,     0.616,     0.334,     0.278
   266.888,   445.779,   -17.613,     0.644,     0.347,     0.286
   266.194,   444.160,   -19.374,     0.659,     0.333,     0.274
   265.501,   442.541,   -21.136,     0.711,     0.315,     0.284
   264.807,   440.922,   -22.897,     0.735,     0.324,     0.277
   264.113,   439.304,   -24.658,     0.681,     0.341,     0.288
   263.420,   437.685,   -26.420,     0.639,     0.362,     0.287
   262.726,   436.066,   -28.181,     0.642,     0.341,     0.256
   262.032,   434.447,   -29.942,     0.647,     0.323,     0.244
   261.339,   432.828,   -31.703,     0.674,     0.310,     0.235
   260.645,   431.209,   -33.465,     0.699,     0.299,     0.267
   259.951,   429.590,   -35.226,     0.697,     0.312,     0.277
   259.258,   427.971,   -36.987,     0.701,     0.320,     0.297
   258.564,   426.352,   -38.749,     0.661,     0.310,     0.286
   257.870,   424.733,   -40.510,     0.654,     0.291,     0.273
   257.177,   423.114,   -42.271,     0.657,     0.284,     0.263
   256.483,   421.495,   -44.033,     0.659,     0.271,     0.250
   255.790,   419.876,   -45.794,     0.697,     0.270,     0.237
   255.096,   418.257,   -47.555,     0.679,     0.264,     0.251
   254.402,   416.638,   -49.316,     0.659,     0.261,     0.258
   253.709,   415.019,   -51.078,     0.610,     0.276,     0.264
   253.015,   413.400,   -52.839,     0.672,     0.298,     0.279
   252.321,   411.781,   -54.600,     0.608,     0.300,     0.296
   251.628,   410.162,   -56.362,     0.580,     0.296,     0.296
   250.934,   408.543,   -58.123,     0.557,     0.287,     0.287
   250.240,   406.924,   -59.884,     0.555,     0.289,     0.257
   249.547,   405.305,   -61.646,     0.590,     0.301,     0.248
   248.853,   403.686,   -63.407,     0.648,     0.286,     0.236
   248.159,   402.067,   -65.168,     0.651,     0.306,     0.229
   247.466,   400.448,   -66.930,     0.663,     0.299,     0.227
   246.772,   398.829,   -68.691,     0.650,     0.285,     0.230
   246.078,   397.211,   -70.452,     0.648,     0.275,     0.238
   245.385,   395.592,   -72.213,     0.692,     0.305,     0.260
   244.691,   393.973,   -73.975,     0.625,     0.323,     0.279
   243.997,   392.354,   -75.736,     0.646,     0.315,     0.294
   243.304,   390.735,   -77.497,     0.625,     0.293,     0.268
   242.610,   389.116,   -79.259,     0.630,     0.288,     0.292
   241.917,   387.497,   -81.020,     0.657,     0.284,     0.292
   241.223,   385.878,   -82.781,     0.620,     0.281,     0.282
   240.529,   384.259,   -84.543,     0.572,     0.269,     0.278
   239.836,   382.640,   -86.304,     0.559,     0.296,     0.285
   239.142,   381.021,   -88.065,     0.609,     0.281,     0.281
   254.211,   558.092,    -0.000,     0.570,     0.357,     0.335
   254.413,   556.578,    -1.528,     0.555,     0.332,     0.344
   254.615,   555.063,    -3.057,     0.572,     0.310,     0.348
   254.817,   553.548,    -4.585,     0.604,     0.317,     0.345
   255.019,   552.033,    -6.113,     0.542,     0.325,     0.328
   255.221,   550.518,    -7.642,     0.542,     0.307,     0.332
   255.423,   549.003,    -9.170,     0.516,     0.331,     0.319
   255.625,   547.488,   -10.699,     0.574,     0.314,     0.291
   255.827,   545.973,   -12.227,     0.603,     0.286,     0.303
